BORD,QI478,QI478A,QI478E1,QI478E2,QI478E3,QI478E4,QI478E5,QI478E6,QI478E7,QI478E8,QI478E9,QI478E10,QI478F1,QI478F2_A,QI478F2_B,QI478F2_C,QI478F2_D,QI478F2_E,QI478F3,QI478F4,QI478F5,QI478F6,QI478G1,QI478G2_A,QI478G2_B,QI478G2_C,QI478G3,QI478G4,QI478H1,QI478H2,QI478H3,QI478H4,QI478H5,QI478H6,QI478H7,QI478H8_A,QI478H8_B,QI478H9,QI478H10,QI478H11,QI478H12,QI478I1,QI478I2,QI478I3,QI478I4_A,QI478I4_B,QI478I5,QI478I6,QI478I7,QI478I8,QI478J1,QI478J2,QI478J3,QI478J4_A,QI478J4_B,QI478J5,QI478J6,QI478J7,QI478J8,CASEID,BIDX,ID1
1,17,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      409814001  9,1,2023
1,63,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      409814701  2,2,2023
2,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , ,      409814701  2,1,2023
3,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      409904001  2,1,2023
4,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      409906101  3,1,2023
2,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,3,2,2, , , , , , , , , ,      409908201  2,1,2023
3,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      409908301  1,1,2023
2,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      409909801  2,1,2023
3,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,2,2, , , , , , , , , ,      409914801  1,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,2,1,      410000601  4,1,2023
1,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , ,      410006101  3,1,2023
3,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,1,      410006501  1,1,2023
1,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,2,3,2,1, , , , , , , , , , , , , , , , , , ,      410009501  1,1,2023
1,36,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410014101  2,1,2023
2,11,0,6,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410100301  2,1,2023
1,16,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410101901  2,1,2023
1,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,2,2,2, , , , , , , , , ,      410102701  5,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      410103802  2,1,2023
2,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,1,2,1, , , , , , , , , ,      410104201  2,1,2023
2,16,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410104401  2,1,2023
1,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,3,2,1, , , , , , , , , ,      410200101  2,2,2023
2,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,3,1,2, , , , , , , , , ,      410206701  2,1,2023
2,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,2, , , , , , , , , ,      410210301  2,2,2023
1,19,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410211601  2,1,2023
4,30,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410219201  2,1,2023
2,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      410301301  1,1,2023
2,64,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,2,1,      410304301  2,1,2023
2,17,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410306001  2,1,2023
8,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,2,2, , , , , , , , , ,      410309401  1,2,2023
9,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , ,      410309401  1,1,2023
1,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,3,1,2, , , , , , , , , ,      410309601  2,1,2023
2,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,1,1,1,1,1,2, , , , , , , , , ,      410409501  2,1,2023
2,23,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410412601  3,1,2023
2,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2, , , , , , , , , ,      410413601  2,1,2023
1,15,0, , , , , , , , , , ,6,1,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410803901  4,1,2023
1,20,0, , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410809701  2,1,2023
3,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,3,1,3, , , , , , , , , ,      410810801  2,1,2023
1,16,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      410903101  2,1,2023
2,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      410914401  1,1,2023
3,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      411015401  2,1,2023
1,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,1,      411103901  2,1,2023
2,68,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,3,2,2,      411213801  1,1,2023
2,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,2,2,1, , , , , , , , , ,      411303101  2,1,2023
10,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,2,2,1,      411303701  2,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      411310301  4,1,2023
2,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,3,2,2, , , , , , , , , ,      411311201  2,3,2023
3,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , ,      411311201  2,2,2023
2,14,0, , , , , , , , , , ,6,2,2,2,2,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411403401  2,1,2023
1,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,1,      411405201  2,2,2023
2,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      411405201  2,1,2023
2,22,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411405301  1,1,2023
5,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      411407101  2,1,2023
4,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      411408601  2,1,2023
4,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , ,      411500201  2,1,2023
1,10,0,3,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411500701  2,1,2023
1,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411502601  2,1,2023
1,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      411502701  2,3,2023
2,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,1,1,2,1,2,2, , , , , , , , , ,      411502701  2,2,2023
3,10,0,1,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411502701  2,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , ,      411502702  2,1,2023
3,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      411503701  2,1,2023
1,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,2,2, , , , , , , , , ,      411505601  2,1,2023
2,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      411616301  1,1,2023
2,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,1, , , , , , , , , ,      411700301  2,1,2023
2,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,2,2,2, , , , , , , , , ,      411702701  1,1,2023
1,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,2,3,2,1, , , , , , , , , , , , , , , , , , ,      411704901  3,1,2023
1,10,0,5,1,1,2,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411705801  9,1,2023
2,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,2,2,1,      411706801  2,1,2023
1,9,0,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411717201  6,1,2023
3,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,3,2,2, , , , , , , , , ,      411802901  2,1,2023
1,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      411807501  1,1,2023
2,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,1,1,1,1,3,1,3, , , , , , , , , , , , , , , , , , ,      411808701  1,1,2023
1,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,3,      411808901  2,2,2023
2,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , ,      411808901  2,1,2023
1,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,3,2,2,      411809701  2,1,2023
4,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      411811201  2,2,2023
5,11,0,4,1,1,1,1,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      411811201  2,1,2023
4,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,2,1, , , , , , , , , ,      411900401  4,1,2023
1,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,2,1,      411902201  5,1,2023
1,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,3,1,3,      411902401  1,1,2023
3,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,      411903901  4,1,2023
3,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,1,1,      411906701  1,1,2023
3,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,1,2,      411910201  2,2,2023
4,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,2,2,1,2,      411910201  2,1,2023
1,22,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412004501  5,1,2023
1,21,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412004502  1,1,2023
2,23,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412005101  2,1,2023
5,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,      412013301  2,2,2023
1,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,2,1,3,2,1, , , , , , , , , , , , , , , , , , ,      412014501  2,1,2023
5,17,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412015101  2,1,2023
5,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      412100301  2,1,2023
3,17,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412101101  2,1,2023
1,15,0, , , , , , , , , , ,6,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412103601  3,1,2023
1,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,2,2,4, , , , , , , , , ,      412104501  2,2,2023
2,21,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412104501  2,1,2023
1,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,3,2,2, , , , , , , , , ,      412106001  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,1,2,1,      412206501  2,1,2023
1,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,8,      412209201  2,1,2023
3,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      412300201  2,1,2023
4,71,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,1,2,1,      412302301  2,1,2023
1,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,3,2,1, , , , , , , , , ,      412302401  2,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , ,      412306201  2,1,2023
2,62,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,      412307401  2,1,2023
2,71,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,2,1,      412410501  4,1,2023
2,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,2,1,2,3,2,1, , , , , , , , , , , , , , , , , , ,      412416601  1,1,2023
1,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , ,      412420301  3,1,2023
5,23,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412503201  1,1,2023
1,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,1,1,1,2,3,2,2, , , , , , , , , , , , , , , , , , ,      412510001  4,2,2023
4,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,3,2,2, , , , , , , , , , , , , , , , , , ,      412511501  2,1,2023
1,9,0,2,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412511501  4,1,2023
2,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , ,      412511801  3,1,2023
4,18,0, , , , , , , , , , ,6,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412516501  2,1,2023
1,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      412517701  2,1,2023
3,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,2,      412519501  1,3,2023
4,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,1,3, , , , , , , , , ,      412519501  1,2,2023
5,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,1,1,1,3,1,2, , , , , , , , , , , , , , , , , , ,      412519501  1,1,2023
2,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,      412608501  2,1,2023
1,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412608701  1,1,2023
1,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      412610101  1,1,2023
3,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,1,3,      412613301  1,2,2023
4,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,3, , , , , , , , , ,      412613301  1,1,2023
3,12,0,6,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412615701  2,1,2023
1,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,2,1,2,1,2,2, , , , , , , , , ,      412618401  3,2,2023
2,61,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,1,      412619301  2,2,2023
3,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,1,1,1,1,1,3,1,1, , , , , , , , , , , , , , , , , , ,      412619301  2,1,2023
3,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,2,2,2,      412701501  1,2,2023
4,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      412701501  1,1,2023
3,10,0,3,1,1,1,1,1,2,2,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412702401  2,1,2023
1,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,1,2,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      412703301  2,2,2023
2,18,0, , , , , , , , , , ,6,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412703301  2,1,2023
2,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,      412704001  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,3,2,4,      412803601  2,1,2023
3,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,3,2,3, , , , , , , , , ,      412805901  3,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,1,2,1,2,      412900201  1,2,2023
2,13,0, , , , , , , , , , ,3,2,2,2,2,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412900201  1,1,2023
1,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,3,2,1, , , , , , , , , ,      412901001  2,1,2023
1,23,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      412908701  1,1,2023
5,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,3,2,1, , , , , , , , , ,      412911401  1,1,2023
1,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,1,2,1, , , , , , , , , ,      413001401  2,2,2023
2,11,0,3,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413001401  2,1,2023
2,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,      413007301  1,1,2023
2,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      413009001  2,1,2023
2,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,2, , , , , , , , , ,      413011501  1,2,2023
3,17,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413011501  1,1,2023
1,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,2,      413100501  2,1,2023
2,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      413100801  2,2,2023
3,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      413100801  2,1,2023
3,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,4, , , , , , , , , ,      413101101  1,1,2023
2,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      413101101  6,1,2023
1,11,0,4,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413103101  2,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1,      413103701  3,1,2023
4,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2,2,3, , , , , , , , , , , , , , , , , , ,      413103801  2,1,2023
1,13,0, , , , , , , , , , ,4,2,2,2,2,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413105701  4,1,2023
3,20,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413202301  2,1,2023
2,20,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      413208301  2,1,2023
3,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,1,2,1, , , , , , , , , ,      413219801  1,1,2023
1,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      413221401  5,1,2023
