BORD,QI478,QI478A,QI478E1,QI478E2,QI478E3,QI478E4,QI478E5,QI478E6,QI478E7,QI478E8,QI478E9,QI478E10,QI478F1,QI478F2_A,QI478F2_B,QI478F2_C,QI478F2_D,QI478F2_E,QI478F3,QI478F4,QI478F5,QI478F6,QI478G1,QI478G2_A,QI478G2_B,QI478G2_C,QI478G3,QI478G4,QI478H1,QI478H2,QI478H3,QI478H4,QI478H5,QI478H6,QI478H7,QI478H8_A,QI478H8_B,QI478H9,QI478H10,QI478H11,QI478H12,QI478I1,QI478I2,QI478I3,QI478I4_A,QI478I4_B,QI478I5,QI478I6,QI478I7,QI478I8,QI478J1,QI478J2,QI478J3,QI478J4_A,QI478J4_B,QI478J5,QI478J6,QI478J7,QI478J8,CASEID,BIDX,ID1
1,10,0,3,1,2,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      144002701  2,1,2023
2,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,1,1,2,1,      144002801  2,2,2023
3,32,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , ,      144002801  2,1,2023
2,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,1,2,2,2, , , , , , , , , ,      144202101  2,1,2023
1,12,0,5,1,1,2,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      144207101  2,1,2023
4,29,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      144301001  2,1,2023
1,17,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      144302101  2,1,2023
3,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      144304901  3,1,2023
4,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1, , , , , , , , , ,      144306001  1,1,2023
1,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,2,1,2, , , , , , , , , ,      144306201  1,2,2023
2,14,0, , , , , , , , , , ,3,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      144306201  1,1,2023
1,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,1,1,      144309801  1,1,2023
3,42,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,1,1, , , , , , , , , ,      144310201  1,1,2023
2,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,1,2, , , , , , , , , ,      144607201  2,1,2023
1,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,1,2,3,2,1, , , , , , , , , , , , , , , , , , ,      144609901  4,1,2023
1,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      144613401  5,1,2023
3,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      144701301  2,1,2023
1,49,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1,3,2,1, , , , , , , , , ,      144703101  3,2,2023
2,17,0, , , , , , , , , , ,6,1,2,2,2,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      144703101  3,1,2023
3,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1,1,1,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,      144706501  2,1,2023
2,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,2,1, , , , , , , , , ,      144707301  2,1,2023
1,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,1,1, , , , , , , , , ,      144707701  2,1,2023
1,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,1,1,1,1,3,2,1, , , , , , , , , ,      144708301  2,2,2023
1,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      144708601  1,1,2023
2,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,1,2,1, , , , , , , , , ,      144708801  2,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,2,2,1,      145103901  1,2,2023
2,15,0, , , , , , , , , , ,3,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      145103901  1,1,2023
4,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      145104301  1,1,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2,1, , , , , , , , , ,      145107801  2,1,2023
2,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,2, , , , , , , , , ,      145109301  1,1,2023
1,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,1,1,      145112001  2,2,2023
2,10,0,4,1,1,1,1,1,2,2,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      145112001  2,1,2023
2,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,2,2,2,3, , , , , , , , , , , , , , , , , , ,      145117101  2,1,2023
1,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,2, , , , , , , , , ,      145701301  1,1,2023
1,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,1, , , , , , , , , ,      145707501  2,1,2023
2,16,0, , , , , , , , , , ,1,1,2,2,2,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      145708901  3,1,2023
2,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,1,1,1,2,2,2,2, , , , , , , , , ,      145900601  2,1,2023
3,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      145902301  1,1,2023
5,48,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,2, , , , , , , , , ,      145903601  2,2,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2,      145905201  2,2,2023
2,50,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,1, , , , , , , , , ,      145910001  2,1,2023
1,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,1,2,1, , , , , , , , , ,      146700401  2,1,2023
3,47,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,2,2,2, , , , , , , , , ,      146706801  1,1,2023
1,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,1,1,1,1, , , , , , , , , ,      146710101  2,1,2023
1,15,0, , , , , , , , , , ,5,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      146710301  2,1,2023
1,15,0, , , , , , , , , , ,3,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      146711801  2,1,2023
2,70,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,1,1,      146712501  5,2,2023
3,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,1, , , , , , , , , ,      146712501  5,1,2023
2,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      146715701  2,1,2023
4,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      146807701  1,1,2023
1,64,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      146810501  2,2,2023
2,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      146810501  2,1,2023
1,15,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      146811901  4,1,2023
1,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      146903301  3,1,2023
2,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      146906501  2,1,2023
1,14,0, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      146907501  4,2,2023
2,14,0, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      146907501  4,1,2023
2,45,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2, , , , , , , , , ,      146908801  2,1,2023
3,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , ,      146910101  2,1,2023
2,22,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147303501  1,2,2023
4,23,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147306501  5,1,2023
2,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,2,      147403501  1,1,2023
1,51,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,1, , , , , , , , , ,      147405501  1,1,2023
1,21,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147406201  6,1,2023
3,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , ,      147503101  2,1,2023
2,10,0,4,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147504201  2,1,2023
2,18,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147505001  2,1,2023
1,36,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,1,3,1,2, , , , , , , , , , , , , , , , , , ,      147508401  2,1,2023
2,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , ,      147515301  2,1,2023
4,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,3,2,1, , , , , , , , , ,      147516901  1,2,2023
5,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,3,2,1, , , , , , , , , ,      147516901  1,1,2023
2,23,0, , , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147801001  1,1,2023
1,16,0, , , , , , , , , , ,5,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147802301  2,1,2023
1,62,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,3,2,2,      147804801  2,2,2023
2,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,1,1,1,3,1,2, , , , , , , , , , , , , , , , , , ,      147804801  2,1,2023
3,16,0, , , , , , , , , , ,6,2,2,2,2,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147805401  1,1,2023
2,37,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,1, , , , , , , , , ,      147806601  2,1,2023
2,68,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      147901201  2,1,2023
2,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      147901401  2,1,2023
2,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,2, , , , , , , , , ,      147905401  1,2,2023
2,17,0, , , , , , , , , , ,5,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      147907601  1,1,2023
2,60,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      147910101  1,1,2023
3,46,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,2,1,1,2,1,2,1, , , , , , , , , ,      148800901  2,1,2023
2,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,1,      148801201  1,1,2023
1,31,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      148804701  1,1,2023
1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      148804801  2,2,2023
1,20,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      148807001  2,1,2023
3,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,1,2, , , , , , , , , ,      148810001  2,1,2023
4,43,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2, , , , , , , , , ,      148900201  1,1,2023
1,22,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      148900601  4,1,2023
1,34,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , ,      148901101  2,2,2023
1,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1, , , , , , , , , ,      148906501  2,1,2023
1,21,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      148907501  2,1,2023
4,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,1,2, , , , , , , , , ,      148907901  2,1,2023
1,65,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,1,2,1,      148908801  2,2,2023
1,62,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,1,      149200501  2,2,2023
2,11,0,4,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149200501  2,1,2023
2,27,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , ,      149202301  1,1,2023
1,56,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      149202601  2,3,2023
2,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,1, , , , , , , , , ,      149202601  2,2,2023
3,38,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,1,2, , , , , , , , , ,      149202601  2,1,2023
3,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      149204501  2,1,2023
2,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,      149205401  2,1,2023
2,52,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,1,1, , , , , , , , , ,      149205501  2,1,2023
2,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      149207401  2,1,2023
3,67,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      149209501  1,1,2023
2,53,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,2,1,2,1, , , , , , , , , ,      149301501  2,1,2023
1,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,1, , , , , , , , , ,      149306401  2,1,2023
2,21,0, , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149308201  1,1,2023
1,64,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,1,2,      149308801  1,2,2023
2,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149308801  1,1,2023
1,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , ,      149309601  1,1,2023
2,70,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,1,2,      149311401  2,1,2023
1,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      149313801  2,2,2023
2,19,0, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149313801  2,1,2023
2,20,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149702801  2,2,2023
3,20,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149702801  2,1,2023
1,57,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      149712601  2,2,2023
2,13,0, , , , , , , , , , ,2,2,2,2,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149712601  2,1,2023
2,16,0, , , , , , , , , , ,6,1,2,1,2,1,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      149713301  2,1,2023
2,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,      149714201  2,2,2023
1,15,0, , , , , , , , , , ,5,2,2,2,2,2,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150102301  2,1,2023
1,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,      150102401  2,2,2023
2,25,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,      150102401  2,1,2023
2,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,1,1,2,2,2,1, , , , , , , , , ,      150108701  2,3,2023
3,18,0, , , , , , , , , , ,5,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150108701  2,2,2023
4,18,0, , , , , , , , , , ,5,2,2,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150108701  2,1,2023
1,44,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,1, , , , , , , , , ,      150114501  2,1,2023
1,54,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,2,2,1, , , , , , , , , ,      150114701  2,1,2023
1,11,0,1,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150114801  2,1,2023
3,23,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150404201  2,1,2023
1,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,3,2,2,      150405401  2,2,2023
2,23,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150405401  2,1,2023
3,58,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,1,2,1,      150407301  1,2,2023
4,39,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,1,1,1,1,3,1,2, , , , , , , , , ,      150407301  1,1,2023
3,24,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      150409101  2,1,2023
4,41,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,3,2,2, , , , , , , , , ,      150800801  2,1,2023
6,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,2, , , , , , , , , ,      150802101  2,1,2023
2,22,0, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150805101  2,1,2023
3,26,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , ,      150805801  1,1,2023
3,9,0,4,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      150808601  2,1,2023
3,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , ,      150811301  2,1,2023
4,62,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,      150811901  1,1,2023
3,19,0, , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      151200201  2,1,2023
1,9,0,5,1,1,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,      151202203  2,1,2023
2,59,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,2,2,      151202601  2,1,2023
3,55,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,2,3,2,2,      151203601  2,1,2023
1,69,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,3,2,1,      151207601  1,2,2023
